id,title,description,category
896158,Carp Fishing tactics includes rig ideas and methods to catch biggest carp,Carp Fishing Website with loads of different tips tricks methods tactics to help fool carp to help catch big fish,Recreation
896824,"Maine Trout Guide, Striper, Salmon, Pike, Bass Fishing-Ducks, Geese, Bird, Deer, Turkey Hunting - Meadowbrook Guide Service","A professional Maine Guide offering hunting trips for whitetail deer, waterfowl, and turkey and fishing trips for stripers, salmon, brook trout, or brown trout.",Recreation
904246,Ilfracombe & North Devon Sub Aqua Club Splash,Diving the North Devon coast and Lundy Island,Recreation
904407,Great Pacific Sports & Awards,Welcome to Great Pacific Sports & Awards!,Recreation
915692,"Key Benefits of Timely, Professional Auto Service",Do you have a car for the first time and are clueless about routine maintenance? Learn more about professional auto services.,Recreation
918916,Aragon Great Pyrenees - Home,"Aragon Great Pyrenees. 30 Years of type soundness and temperament. Champion Great Pyrenees at Stud. Member of the Canadian Kennel Club, Great Pyrenees Club of Canada, and Great Pyrenees Club of Central Ontario.",Recreation
927781,index.html,"Breeder of Yorkshire Terriers in Montreal, Quebec, Canada",Recreation
931038,The Skeptical Aquarist,"The Skeptical Aquarist brings you advice and information on freshwater aquaria and fishkeeping from an analytical, hands-on point of view.",Recreation
935063,FlashWebHost.com - Circuit of 7MHz SSB Transceiver (Transmitter + Receiver) for Hams.,"Circuit diagram of 7MHz SSB transceiver using MC1496, LM324, IRF840 by vu3prx",Recreation
936511,Elmer - Practice For Your Amateur / Ham Radio Written Exam,"Elmer is a software package for the Macintosh and Windows, which assists you in getting ready for your amateur license exam",Recreation
951949,Bethany Home,"Bethany Home services, news, events and contact information",Recreation
847880,Radio Wallah,Presenting photos and info on early transistor radios. Recapture the wonder of the fifties through some swell designs!,Recreation
850220,Austin Champ history and keeping an Austin Champ on-the-road today,Austin Champ history and keeping an Austin Champ on-the-road today,Recreation
851681,BroncOhio - Ohio's Premier Early Bronco Club broncohio,"BroncOhio - Ohio's Premier Early Bronco Club  - Member's Rides, 
		   Bronco Tech, Trails, Pictures, Etc.",Recreation
855078,Toyota RAV4 FAQ (Frequently Asked Questions),Toyota RAV4 FAQ (Frequently Asked Questions),Recreation
860288,"Birdwatching Netherlands, Guided Birding in Holland, Guided Birdwatching close to Amsterdam","Birding tours in the Netherlands. Go birding in Holland, the Netherlands. See White-tailed Eagles, 40 km from Amsterdam !,
 Guided birding field trips, tours in the Netherlands, Holland, birdsnetherlands.com, birdsnetherlands.nl",Recreation
865379,Czech Climbing,Czech Climbing,Recreation
867551,"Beercanman.com - Call toll-free 1-866-9-CANMAN to discuss buying and selling vintage, old, antique beer cans","Beercanman: Buy, sell, trade, or consign vintage US beer cans.  Cash offers made on beer cans and breweriana.  Contact Beercanman.com whether buying or selling - you'll be glad you did!",Recreation
868626,Japanese modern note,This site is image & explanation of Japanese modern note.,Recreation
869206,ANSports NHL Hockey Collectibles,"Hockey fans can view and show hockey collectibles. ANSports features such stars as the Richards, Gretzky, Lemieux, Orr, Horton, Jagr, Cherry. Memorabilia from NHL players' families.",Recreation
882669,Postcard MADNESS! Intro Page,Introduction page for the POSTCARD MADNESS website - which is a lampoon of this odd and vaguely rude travel custom.,Recreation
901067,"St. Cloud, MN: Pheasant Hunting Preserve & Game Farm","Minnesota&#039;s premiere pheasant hunting preserve, just miles outside of St. Cloud.  Great for corporate events or family trips!",Recreation
903734,Grenada Scuba Dive Shop - Native Spirit Scuba - The only Grenadian owned and operated diving center in Grenada,"Grenada Scuba Dive shop Native Spirit Scuba is the 1st and only Grenadian owned and operated scuba water sport center in Grenada, located right at the Grand Anse Beach.",Recreation
905149,Welcome to the Texins Dive Club!,Texins Dive Club - North Texas' premier dive group since 1958,Recreation
907627,Adopt a dog or cat from an animal shelter.,"Adopt a pet dog or cat from animal welfare organizations, local shelters and rescues from across the country.",Recreation
911596,RAGDOLL CATS RAGDOLL KITTENS FOR SALE RAGDOLL BREEDER NY,"New York Ragdoll cat breeder offering exquisite type, health and sweet tempered Ragdoll cats and kittens. Visit my website for photos of all colors and patterns. For Ragdoll cats and kittens in Rochester, Syracuse, Buffalo, NY see Villaroyal Ragdolls.",Recreation
922774,"Capital City Cocker Club, Inc.",Washington DC area club for people interested in the Cocker Spaniel,Recreation
927092,Rare Breed Mi-ki Dogs Ear Infections & Treatment Options,Rare Breed Mi-ki Dogs are known for their keen sense of hearing and their ability to fight of all types of ear infections without the need of medicine or other treatments or remedies to stop ear fungus.,Recreation
931188,Cichlid Research Home Page,"Information about Cichlid fishes 
for hobbyists, aquarists and scientists. Includes the 
Cichlid Egg Project -- an online project inviting aquarists to get involved
in science.",Recreation
937675,Connecticut Roads,History of all Connecticut numbered highways,Recreation
952831,Baxka: we still can't explain,An adventurous couple's travels around the world,Recreation
852035,Other Vehicles | Ford Mustang Forum,Other Manufacturers Vehicles including Trailers,Recreation
853220,The Lotus Esprit Fact File,The definitive source for Lotus Esprit related information,Recreation
853719,NW3S 3000GT and Stealth Car Club,"Northwest USA club for Mitsubishi 3000GT and Dodge Stealth owners. Free to join. Active forum for racing, performance, repairs and more.",Recreation
866188,Southern California Mountaineers Association - Home,"THE SOUTHERN CALIFORNIA MOUNTAINEERS ASSOCIATION was founded in 1986 to provide an organization for meeting other climbers of all abilities, to promote our sport and to foster safe climbing.",Recreation
869625,The Bible Odyssey on Israeli Stamps,The Bible Odyssey on Israeli Stamps,Recreation
881067,Dancing-Baby.net,The Dancing-Baby.Net - home of the original internet dancing baby and friends,Recreation
884110,"Coalition to Ban DHMO Dihydrogen Monoxide 
Homepage","The ONLY official DHMO Website established by the World Center for Disease Control.>

<BODY BGCOLOR=",Recreation
884421,bUD uGLLY dESIGN | An example of bad web design,"The very best in Internet design and development... probably. Bud Uglly webpage design brings you into a new error in web site design and management. All new for 2014, well, not really ALL new but mostly new.",Recreation
888589,ATV Outdoors,ATV forums and pictures for all major brands.,Recreation
891976,Star Lake Fishing Resort - Great fishing and unspoiled wilderness await!,"Star Lake Fishing Resort in beautiful Clearwater, BC, offering great fly fishing for Kamloops Rainbow Trout, housekeeping cabins, campsites, and boat rentals.",Recreation
898868,Southern Maine Guide Service,"Offering fishing, hunting, canoeing and kayaking trips. Specializes in 
outdoor instruction. Also offers guide training classes. Located in 
Parsonsfield.",Recreation
902233,rgswildlifetaxidermy.com,rgswildlifetaxidermy.com status: EXPIRED,Recreation
909648,A-Kerr's Bengal Cats,"A-Kerr's Bengal cats and kittens since 1989. Breeder of excellence 
recognized in Ohio and the pedigreed cat world as a leader. Charcoal, 
brown, and snow rosetted Bengals for adoption.",Recreation
910067,burmillas burmilla longhair burmilla Australian Tiffanie burmilla tiffanie tiffanies cats kittens breeders australia aaralyn cenedra tristone,Aaralyn Burmilla specilaises in breeding Longhair Burmilla also marketed as Australian Tiffanie. Shorthair Burmilla is sometimes available. All kittens are home reared. Aaralyn Burmilla is located in Wollstonecraft Sydney Australia.,Recreation
912151,Scheherazade Sphynx Cattery,Sphynx cat breeder based in Wisconsin with over 20 years of experience.,Recreation
917295,"Basset Hound Rescue of Georgia, Inc.","Basset Hound Rescue of Georgia, Inc. (BHRG) is a non-profit, volunteer effort to save abandoned and mistreated basset hounds in Georgia.",Recreation
922010,"Calisa Poodles - The finest in reds, outstanding whites and silvers","Calisa Poodles - The finest in reds, outstanding whites and silvers",Recreation
922179,Shosha Shiba Kennels,"Julia Cadwell, who founded the Shiba Club of America and the National Shiba Club of America, is a Shiba Inu breeder and owner of Shosha Shiba Kennels.",Recreation
923065,Home - Conquest Cockers,"Cocker Spaniel (American) breeder raising puppies in a family environment in Oregon.  Featuring the top parti color bitch of 2005, Trinity.",Recreation
936428,"HAM RADIO - AMATEUR RADIO - HAM RADIO INFORMATION, LICENSE INFO!, PLANS - PROJECTS","Amateur (Ham) radio website with information for those who want to be a ham radio operator, new ham and general information for the seasoned ham radio operator. License Study Material, Practice tests, practice code, antenna design, lots of ham radio info for all.",Recreation
943653,Northern Norwich District Web Site,Northern Norwich District Web Site,Recreation
948039,US Passport Renewal - Renew Your Passport Online Now! Save up to 35%,"Renew, Apply, Replace or Expedite Your Passport Today. Safe & Secure - Fast Shipping. Save up to 35% on Your Passport Renewal. Order Now!",Recreation
949698,"V-GO Yachting & Travel | Yacht Charters, Cabin Charters, Boat Cruises, Blue Cruises, Blue Voyage, Luxury Cruises, Boat Trips, Boat Tours, Rent a Boat, Yacht Rental Turkey, Mediterranean Cruise: Fethiye, Olympos, 12 islands, Kas, Marmaris, Antalya, Kekova, Bodrum, Gokova, Kemer. Cruises Turkey","Yacht charters, Cabin charters, Boat cruises, Blue cruises, Blue voyage, Luxury cruises, Boat trips, Boat tours, Rent a boat, Yacht rental in Turkey. Cruise lines: Fethiye, Olympos, 12 islands, Kas, Marmaris, Antalya, Kekova, Bodrum, Gokova, Kemer. Cruises Turkey. Yacht charters Turkey, Cabin charters Turkey, Boat cruises Turkey, Blue cruises Turkey, Blue voyage Turkey, Luxury cruises Turkey, Boat trips Turkey, Boat tours Turkey, Rent a boat Turkey, Yacht rental in Turkey. V-GO Yachting & Travel Turkey",Recreation
848030,The Old Telephone Company. Exclusively antique and old telephones.,"Ring back memories with an old phone. Telephone Antique dealer specialising in, restoring, and selling old and antique telephones, spares and parts from around 1900 to the 1970's.",Recreation
852747,"Jeeps.org - Eric's Jeep Wrangler, TJ, YJ, & CJ Pictures & Photos :: 
Loads of Jeep 4x4 and offroad pictures from Moab, Utah and beyond... check these out!","Jeeps.org - Eric's Jeep Wrangler, TJ, YJ, & CJ Pictures & Photos :: 
Loads of Jeep 4x4 and offroad pictures from Moab, Utah and beyond... check these out! -  - Loads of Jeep 4x4 and offroad pictures from Moab, Utah and beyond... check these out!",Recreation
855305,beetle-cemetery,"Pictures of unique Volkswagen 1302/03, which are no longer on the road! :-( Over 100 adresses! :-) [Sorry, only german and neighbors.]",Recreation
